BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
12.01.2024;15:00;CET;12.01.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;73;91;581;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
12.01.2024;20:00;CET;12.01.2024;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;262,5;400;262,5;TenneT DE;TenneT DE;Börse;Sonstiges
12.01.2024;20:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;390;560;1560;Amprion;TenneT DE;BERGKAMEN_A;Konventionell
12.01.2024;20:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;248,13;360;992,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
12.01.2024;20:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;115;180;375;50Hertz;TenneT DE;Jänschwalde (Standort);Konventionell
12.01.2024;20:00;CET;12.01.2024;23:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;278;400;905;50Hertz;TenneT DE;Lippendorf EnBW;Konventionell
12.01.2024;20:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;111;200;442;50Hertz;TenneT DE;Lippendorf VE;Konventionell
12.01.2024;20:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;176;266;705;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
12.01.2024;20:30;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;196;250;688;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Bexbach A;Konventionell
12.01.2024;20:45;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;96,15;100;312,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
12.01.2024;20:45;CET;12.01.2024;22:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90,83;100;136,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
12.01.2024;21:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;226,2;313;565,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
12.01.2024;21:00;CET;13.01.2024;00:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;846,67;1100;2540;TenneT DE;TenneT DE;Börse;Sonstiges
12.01.2024;21:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;171;200;512;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
12.01.2024;21:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;131;150;392;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
12.01.2024;21:30;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;233;400;582,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
12.01.2024;22:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;349,38;473;698,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
12.01.2024;22:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;175;200;350;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
12.01.2024;22:30;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;215;400;322,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
12.01.2024;22:45;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;154;250;192;Amprion;TenneT DE;Börse;Sonstiges
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;292;300;292;50Hertz;TenneT DE;Schwarze Pumpe (Standort);Konventionell
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36;36;36;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;50;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;50;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;222;230;222;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
12.01.2024;23:00;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;230;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
12.01.2024;23:45;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;235;235;59;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
12.01.2024;23:45;CET;13.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;235;235;58,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;409,34;510;9824,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
13.01.2024;00:00;CET;13.01.2024;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;169,17;280;2030;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;347,28;648;5903,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
13.01.2024;00:00;CET;13.01.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260,5;700;3126;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
13.01.2024;00:00;CET;13.01.2024;01:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;377;500;566;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;264;460;6330;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Bexbach A;Konventionell
13.01.2024;00:00;CET;13.01.2024;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;380;500;4943;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90,7;190;1610;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
13.01.2024;00:00;CET;13.01.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260;260;2080;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;279,38;320;6705;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
13.01.2024;00:00;CET;13.01.2024;23:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;1091,7;1100;25109;TenneT DE;TenneT DE;Börse;Sonstiges
13.01.2024;00:00;CET;13.01.2024;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;139;140;1942;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;729;853;17502;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
13.01.2024;00:00;CET;13.01.2024;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;94;100;94;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau;Konventionell
13.01.2024;00:00;CET;13.01.2024;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;250;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
13.01.2024;00:00;CET;13.01.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;250;260;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
13.01.2024;00:00;CET;13.01.2024;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;353;619;5654;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
13.01.2024;00:00;CET;13.01.2024;04:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;228,12;370;969,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;762,71;1437;17923,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;363,21;720;7264,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
13.01.2024;00:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;283,06;515;5732;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
13.01.2024;00:30;CET;13.01.2024;19:15;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;44,27;170;121,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
13.01.2024;00:45;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;345;410;8029;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
13.01.2024;00:45;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;75;233;862;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
13.01.2024;01:00;CET;13.01.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;188;200;3950;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_F;Konventionell
13.01.2024;01:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;273,78;342;6297;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
13.01.2024;01:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;121;641;1936;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
13.01.2024;01:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;138;144;3173;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
13.01.2024;01:00;CET;13.01.2024;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;149;200;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
13.01.2024;01:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;235;258;5413;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
13.01.2024;01:00;CET;13.01.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;232;248;5114;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
13.01.2024;01:15;CET;13.01.2024;23:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;406;520;7923;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
13.01.2024;02:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;340;674;7469;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
13.01.2024;02:00;CET;13.01.2024;10:00;CET;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;18;53;68;50Hertz;50Hertz;Börse;Sonstiges
13.01.2024;03:00;CET;13.01.2024;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;143;143;2574;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_C;Konventionell
13.01.2024;03:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;227,57;322;4779;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
13.01.2024;04:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;10;10;150;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Frankfurt West 3;Konventionell
13.01.2024;04:00;CET;13.01.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;186;225;742;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW3;Konventionell
13.01.2024;05:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;341,58;400;6490;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
13.01.2024;05:45;CET;13.01.2024;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;94,12;100;400;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
13.01.2024;06:00;CET;13.01.2024;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;243;520;3162;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
13.01.2024;06:00;CET;13.01.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60,38;63;120,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau GT C;Konventionell
13.01.2024;06:00;CET;13.01.2024;13:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;126;315;630;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
13.01.2024;06:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;108,4;125;1951,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
13.01.2024;06:00;CET;13.01.2024;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;97,63;102;195,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
13.01.2024;06:00;CET;13.01.2024;09:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78,57;80;275;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
13.01.2024;06:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;101,25;459;1721,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
13.01.2024;06:15;CET;13.01.2024;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;94,51;180;1205;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
13.01.2024;06:45;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;209,93;290;3201,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
13.01.2024;09:00;CET;13.01.2024;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90,33;120;271;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
13.01.2024;09:00;CET;13.01.2024;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;45;45;90;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
13.01.2024;09:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;359,5;550;5392,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
13.01.2024;09:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;161,21;331;2257;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
13.01.2024;09:30;CET;13.01.2024;13:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;215,71;250;755;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
13.01.2024;09:30;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;66,38;100;962,5;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
13.01.2024;10:00;CET;13.01.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,27;266;394,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Erneuerbar
13.01.2024;10:00;CET;13.01.2024;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;800;TenneT DE;TenneT DE & Amprion;OWP UW Dörpen-West;Erneuerbar
13.01.2024;10:30;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;240,74;250;3250;TenneT DE;TenneT DE;SHN Cluster Heide West T411 T412;Erneuerbar
13.01.2024;10:30;CET;13.01.2024;16:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;59,48;66,43;342,03;TenneT DE;TenneT DE;SHN Cluster Jardelund;Erneuerbar
13.01.2024;11:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;10;10;130;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Gaisburg Block 3;Konventionell
13.01.2024;11:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;147,12;150;1912,5;TenneT DE;TenneT DE;SHN Cluster Heide West T413;Erneuerbar
13.01.2024;11:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;147,06;150;1875;TenneT DE;TenneT DE;SHN Cluster Husum Nord;Erneuerbar
13.01.2024;12:00;CET;13.01.2024;14:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;700;700;1400;TenneT DE;TenneT DE;Börse;Sonstiges
13.01.2024;12:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;72,78;150;837;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
13.01.2024;12:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;276,56;501;2489;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
13.01.2024;12:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;28,75;33;230;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
13.01.2024;12:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;290,43;300;3412,5;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
13.01.2024;12:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;378,72;400;4450;TenneT DE;TenneT DE;SHN Cluster Klixbüll;Erneuerbar
13.01.2024;12:30;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;275,93;350;3173,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
13.01.2024;13:00;CET;13.01.2024;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;158;161;1425;50Hertz;50Hertz & TenneT DE;Schkopau;Konventionell
13.01.2024;13:30;CET;13.01.2024;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95;155;142;50Hertz;50Hertz & TenneT DE;50H Berlin Lichterfelde;Konventionell
13.01.2024;13:30;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1050;TenneT DE;TenneT DE;SHN Cluster Handewitt T412 T413;Erneuerbar
13.01.2024;13:45;CET;13.01.2024;14:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;25;10;50Hertz;50Hertz & TenneT DE;50H Berlin Marzahn;Konventionell
13.01.2024;14:00;CET;13.01.2024;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;32,5;35;65;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk_Pforzheim;Konventionell
13.01.2024;14:00;CET;13.01.2024;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;187;239;374;50Hertz;50Hertz & TenneT DE;Jänschwalde (Standort);Konventionell
13.01.2024;14:00;CET;13.01.2024;14:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;46;12;50Hertz;50Hertz & TenneT DE;50H Berlin Mitte;Konventionell
13.01.2024;14:00;CET;13.01.2024;14:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1;1;0;50Hertz;50Hertz & TenneT DE;50H Berlin Reuter West;Konventionell
13.01.2024;14:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36;40;362;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
13.01.2024;14:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;25;25;244;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
13.01.2024;14:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;131;144;1280;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
13.01.2024;14:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;16;49;154;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Reuter West;Konventionell
13.01.2024;14:15;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;47;450;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
13.01.2024;15:00;CET;14.01.2024;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;44;74;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Bertikow;Erneuerbar
